Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro31_adf_p2,0.8,0.001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro31_adf_p2,0.9,0.0001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.05,0.0001,0.5,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.1,0.0001,0.99,1.0,0.631578947368421,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.2,0.0001,0.05,1.0,0.7647058823529411,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.3,1.0,0.2,1.0,0.8666666666666667,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.4,0.0001,0.05,1.0,0.3846153846153846,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.5,0.1,0.05,1.0,0.0909090909090909,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.6,0.1,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.7,0.001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.8,0.001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.9,0.001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.05,0.0001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.1,0.0001,0.1,1.0,0.1333333333333333,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.2,0.001,0.1,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.3,0.0001,0.8,1.0,0.6571428571428571,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.4,0.1,0.8,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.5,0.0001,0.05,1.0,0.76,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.6,0.0001,0.1,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.7,0.001,0.2,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.8,0.001,0.05,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.9,0.0001,0.8,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.05,0.0001,0.1,1.0,0.6515151515151515,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.1,0.0001,0.05,1.0,0.6349206349206349,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.2,0.001,0.05,1.0,0.6607142857142857,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.3,0.1,0.05,1.0,0.6530612244897959,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.4,0.001,0.1,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.5,0.0001,0.5,1.0,0.7428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.6,0.1,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.7,0.0001,0.99,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.8,0.0001,0.5,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.9,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.05,0.0001,0.2,1.0,0.5217391304347826,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.1,0.1,0.9,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.2,0.0001,0.9,1.0,0.55,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.3,0.0001,0.05,1.0,0.7058823529411765,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.4,0.1,0.2,1.0,0.2666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.5,0.0001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.6,0.0001,0.05,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.7,0.1,0.99,1.0,0.875,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.9,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.05,0.0001,0.8,1.0,0.6266666666666667,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.1,0.1,0.8,1.0,0.647887323943662,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.2,0.0001,0.1,1.0,0.6507936507936508,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.3,0.0001,0.8,1.0,0.6181818181818182,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.4,0.0001,0.5,1.0,0.6170212765957447,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.5,0.1,0.9,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.6,0.0001,0.5,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.7,0.5,0.5,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.8,0.0001,0.8,1.0,0.8125,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.9,0.001,0.05,1.0,0.875,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.05,0.0001,0.99,1.0,0.2641509433962264,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.1,0.001,0.1,1.0,0.54,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.2,0.0001,0.1,1.0,0.5227272727272727,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.3,0.001,0.1,1.0,0.2564102564102564,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.4,0.0001,0.05,1.0,0.303030303030303,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.5,0.01,0.2,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.6,0.0001,0.5,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.7,0.5,0.1,1.0,0.7058823529411765,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.8,0.001,0.2,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.9,0.1,0.9,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.05,0.001,0.05,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.1,0.001,0.5,1.0,0.425,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.2,0.1,0.05,1.0,0.4929577464788732,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.3,0.001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.4,0.0001,0.05,1.0,0.4150943396226415,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.5,0.001,0.5,1.0,0.4772727272727273,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.6,0.1,0.9,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.7,0.1,0.1,1.0,0.5555555555555556,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.8,0.001,0.2,1.0,0.5555555555555556,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.9,0.0001,0.9,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.05,0.0001,0.9,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.1,0.0001,0.2,1.0,0.4705882352941176,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.2,0.0001,0.8,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.3,0.1,0.05,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.4,0.001,0.9,1.0,0.1818181818181818,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.5,0.001,0.1,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.6,0.0001,0.5,1.0,0.875,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.7,0.0001,0.9,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.8,0.001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.9,0.001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.05,0.0001,0.8,1.0,0.1351351351351351,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.1,0.0001,0.9,1.0,0.5142857142857142,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.2,0.0001,0.05,1.0,0.6451612903225806,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.3,0.0001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.4,0.0001,0.05,1.0,0.6956521739130435,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.5,0.0001,0.05,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.6,0.0001,0.99,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.7,0.1,0.05,1.0,0.9166666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.8,0.0001,0.2,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.9,0.1,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.05,0.0001,0.9,1.0,0.7078651685393258,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.1,0.0001,0.5,1.0,0.6904761904761905,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.2,0.001,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.3,0.001,0.5,1.0,0.6515151515151515,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.4,0.0001,0.05,1.0,0.6785714285714286,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.5,0.001,0.05,1.0,0.7021276595744681,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.6,0.001,0.8,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.7,0.01,0.05,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.8,0.0001,0.05,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.9,0.001,0.2,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.05,0.0001,0.2,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.1,0.0001,0.5,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.2,0.0001,0.8,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.3,0.001,0.5,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.4,0.0001,0.9,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.5,0.001,0.1,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.6,0.0001,0.2,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.7,0.0001,0.1,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.8,0.0001,0.99,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.9,0.0001,0.99,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.05,0.001,0.2,1.0,0.0597014925373134,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.1,0.001,0.99,1.0,0.746031746031746,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.2,0.0001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.3,0.1,0.1,1.0,0.673469387755102,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.4,0.0001,0.2,1.0,0.6190476190476191,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.5,0.001,0.5,1.0,0.6857142857142857,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.6,0.001,0.1,1.0,0.7857142857142857,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.7,0.1,0.9,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.8,0.001,0.05,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.9,0.001,0.2,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.05,0.0001,0.9,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.1,0.0001,0.99,1.0,0.5268817204301075,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.2,0.0001,0.2,1.0,0.3614457831325301,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.3,0.1,0.05,1.0,0.6301369863013698,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.4,0.0001,0.99,1.0,0.6290322580645161,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.5,0.0001,0.2,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.6,0.1,0.99,1.0,0.5238095238095238,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.7,0.0001,0.2,1.0,0.5483870967741935,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.8,0.001,0.05,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.9,0.0001,0.1,1.0,0.5454545454545454,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.05,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.1,0.0001,0.8,1.0,0.6470588235294118,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.2,0.0001,0.1,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.3,0.0001,0.2,1.0,0.5384615384615384,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.4,0.001,0.8,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.5,0.0001,0.9,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.6,0.0001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.7,0.001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.8,0.001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.9,0.001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.05,0.0001,0.05,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.1,0.0001,0.8,1.0,0.7222222222222222,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.2,0.0001,0.1,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.3,0.0001,0.9,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.4,0.0001,0.1,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.5,0.0001,0.8,1.0,0.9,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.6,0.1,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.7,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.9,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.05,0.0001,0.05,1.0,0.4230769230769231,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.1,0.0001,0.8,1.0,0.72,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.2,0.0001,0.2,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.3,0.0001,0.1,1.0,0.7894736842105263,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.4,0.001,0.05,1.0,0.8235294117647058,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.5,0.001,0.1,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.6,0.001,0.8,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.7,0.001,0.8,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.8,0.001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.9,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu30_adf_p2,0.05,0.0001,0.05,1.0,0.1666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu30_adf_p2,0.1,0.0001,0.1,1.0,0.2352941176470588,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu30_adf_p2,0.2,0.0001,0.2,1.0,0.5333333333333333,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu30_adf_p2,0.3,0.0001,0.2,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p2
